Title,STATUS,Coupa Req,PO ID,Cost Total,Coupa Status,Submitted by,GCU Contact,Date Submitted,Business Need,Approval,Licensing Requirements,Licensing Requirements Explain,URL Product,Notes,Product Logo,Primary Approver,Point of Contact,Name of Primary Contact,SME,M365 Replace,Description,Primary IT Contact,Support Department Manager,Who uses this application?,App Status,Purpose,Origin,AppOwnerOrganization,App USE Org,App Owner Department,Name of Software Company,Departments Use the App,Cost Requirements,Cost Requirements Explain,Security Approval,Date of Security Review,URL to Governance System,Business Engagement QA,Business Engagement Notes,Business Engagement Approval,Who Uses,Dept Use-Which Dept,Software Version Initial,Software Version - Today,Support Department,Primary Business Administrator,Date of Launch,Date of Renewal,Department Renewal,Support Details,3rd Party Patching Requirements,3rd Party Vendor Website,Renewal Date,Item Type,Path
Media Suite Recorder,Sam Done,,,,,,,8/21/20,LMS Team,Approved,Unknown,,,Request 1162602,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/21/20,8/21/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Mendeley,Sam Done,,,,,,,8/6/19,"Formats/manages reference lists for academic writing.
Needed to submit papers to the Journal of Nurse Practitioners.",Approved,No,,https://www.mendeley.com/download-mendeley-desktop/windows/instructions/,594921 - Nursing,"{""type"":""thumbnail"",""fileName"":""Mendeley.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MergeTools Word Add-in,Sam Done,,,,,,,3/9/21,"To efficiently email all of the new hire lists at once with their name, shipping addresses, fed ex tracking numbers, attachments, CCâ€™d dlâ€™s and customized subject lines.
",Approved,Unknown,,,"Request 1286771 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Mesh Baker / Skinn Pro,Sam Done,191068,#182584,105.14,Ordered,Roger Morgan (Orbis),,9/9/20,,Approved,Unknown,,,,,,,,,,Roger Morgan,,,,Existing,3D Modeling Software,Open Use,Orbis,Orbis,,Unity Technologies,,Unknown,,Yes,,,,,,,,,,,,9/9/20,9/9/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microchip MPLAB(r) X IDE v3.40,Sam Done,,,,,,,10/5/16,Used for UNV 112,Approved,Unknown,,,Request 541675,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,10/5/16,10/5/16,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft A3,Sam Done,,,,,,,10/12/20,,Approved,Unknown,,,,,,,,,,Vanessa Sanchez,,,,Existing,A3 Licenses,IT Use,GCE,GCE,,Dell Computer Corporation,,Unknown,,Yes,,,,,,,,,,,,10/12/20,10/12/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Azure,Sam Done,193516,#184480,200,Ordered,Roger Morgan (Orbis),,10/26/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Microsoft Azure.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e9",,,,,,Vanessa Sanchez,,,,Existing,GCE/GCU Cloud Services,Open Use,GCE,GCE;#GCU,,Dell Computer Corporation,,Unknown,,Yes,,,,,,,,,,,,10/26/20,10/26/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Azure,Sam Done,,,,,,,10/26/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Microsoft Azure.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e9",,,,,,Roger Morgan,,,,Existing,Orbis Multitenant,Open Use,Orbis,Orbis,,Dell Computer Corporation,,Unknown,,Yes,,,,,,,,,,,,10/26/20,10/26/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft HUP,Sam Done,,,,,,,2/13/20,Email Template on teamsites to send to employees. GCU Employees are able to get a licensed copy of Microsoft Office for $10 S&H.,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,GCE,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Learning Tools,Sam Done,,,,,,,8/6/19,One-Note Add In. Used to help students using assistive technology.,Approved,No,,https://www.onenote.com/learningtools/,650002 - Disability Services,,,,,,,,,,,Existing,,Open Use,GCE,GCE,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Movie Maker,Sam Done,,,,,,,8/6/19,Movie creator.,Approved,No,,,271716 - College of Doctoral Studies,,,,,,,,,,,Existing,,Open Use,GCE,GCE,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Office,Sam Done,,,,,,,2/14/20,"GCU Computers have the Microsoft Office suite installed. It is available for Students for FREE, accessed through their student EMAIL",Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Microsoft Office.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Power Automate Desktop,Sam Done,,,,,,,8/30/21,"The Microsoft Power Automate Desktop program is available in Office 365 online, but the online version limits many functionalities of the software. The desktop application allows for the connection with dynamic spreadsheets as well as the option to auto-update, as well as many other functionalities which must be used.
",Approved,Unknown,,,"49996
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Power Automate Extensions,Sam Done,,,,,,,2/28/22,"Crucial to workflow and apart of work tools. 
",Approved,Unknown,,https://microsoftedge.microsoft.com/addons/detail/microsoft-power-automate/njjljiblognghfjfpcdpdbpbfcmhgafg,"""Request %23150051

Chrome: https://chrome.google.com/webstore/detail/microsoft-power-automate/gjgfobnenmnljakmhboildkafdkicala?hl=en

Edge: https://microsoftedge.microsoft.com/addons/detail/microsoft-power-automate/njjljiblognghfjfpcdpdbpbfcmhgafg""
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Powertoys,Sam Done,,,,,,,3/1/22,"Quality of Life/Productivity
",Approved,Unknown,,,"153169
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Premier Support,Sam Done,142201,#146621,194300,Ordered,Vanessa Sanchez (GCE),,9/25/20,,Approved,Unknown,,,,,,,,,,Vanessa Sanchez,,,,Existing,Consulting Services,IT Use,GCE,GCE,,Microsoft Corporation,,Unknown,,Yes,,,,,,,,,,,,9/25/20,9/25/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Silverlight,Sam Done,,,,,,,2/17/20,"A deprecated application framework for writing and running rich Internet applications, similar to Adobe Flash.",Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Micosoft Silverlight.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2",,,,,,,,,,Existing,,IT Use,GCE,GCE,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft SQL,Sam Done,,,,,,,3/15/22,"Database Management
",Approved,Unknown,,,"160641
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Sway,Sam Done,,,,,,,8/6/19,"Create and share interactive reports, presentations, personal stories, and more. Needed in order to utilize a presentation.
",Pending Approval,No,,https://sway.com/,"686248 - Administrative Specialist
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Microsoft Training,Sam Done,190834,#182441,2995,Ordered,Chad Troxel (GCE),,9/1/20,,Approved,Unknown,,,,,,,,,,Chad Troxel,,,,Existing,Training Modules,Open Use,GCE,GCE,,"GainShare, Inc",,Unknown,,Yes,,,,,,,,,,,,9/1/20,9/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MIM – GCE – Microsoft Identity Manager,Sam Done,,,,,,,2/15/20,Identity Management,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,GCE,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MisterHorse Plugin,Sam Done,,,,,,,8/6/19,"""Animation composer.
Approved, but must stay with terms of use provided in the link. Testing software potential use in the future.""
",Restricted Approval,No,,https://misterhorse.tv/terms-of-use,"685204 - Marketing & Design Must follow terms of use found on their website.
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Monday.com,Sam Done,194321,#185335,1908,Ordered,,Ha Cao,11/12/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Monday.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,Brittany Adams,,,,Existing,Project Management,Open Use,Orbis,Orbis,,Monday.com,,Unknown,,Yes,,,,,,,,,,,,11/12/20,11/12/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Motion Rocket,Sam Done,191928,#183382,3230,Ordered,,Ha Cao,9/23/20,,Approved,Unknown,,,,,,,,,,Ha Cao,,,,Existing,Arena Broadcast,Open Use,GCU,GCU,,MotionRocket LLC,,Unknown,,Yes,,,,,,,,,,,,9/23/20,9/23/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Mouseflow,Sam Done,191433,#183516,10368,Ordered,,Julian Estiva,9/15/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Mouseflow.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,Julian Estiva,,,,Existing,Marketing,Open Use,Orbis,Orbis,,Mouseflow Inc,,Unknown,,Yes,,,,,,,,,,,,9/15/20,9/15/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MPLABX,Sam Done,,,0,,,,9/9/15,Engineering Labs,Approved,Unknown,,,,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,9/9/15,9/9/15,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MPP/FSPP,Sam Done,184939,#178715,57820,,Victoria Umana (GCE),,5/11/20,,Approved,Unknown,,,,,,,,,,Victoria Umana,,,,Existing,Educational Services,Open Use,GCU,GCU,,Higher One Inc,,Unknown,,Yes,,,,,,,,,,,,5/11/20,5/11/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MS Project,Sam Done,,,,,,,2/25/20,"A project management software program, developed and sold by Microsoft that is designed to assist a project manager",Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""MS Project.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Mudbox,Sam Done,197311,#187821,85,Ordered,Roger Morgan (Orbis),,1/20/21,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Mudbox.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,Roger Morgan,,,,Existing,3D Object Modeler,Open Use,Orbis,Orbis,,Autodesk,,Unknown,,Yes,,,,,,,,,,,,1/20/21,1/20/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Multi Site,Sam Done,187518,#179618,75,Ordered,Chad Troxel (GCE),,6/25/20,,Approved,Unknown,,,,,,,,,,Chad Troxel,,,,Existing,ITSS,Open Use,GCE,GCE,,Touma Inc,,Unknown,,Yes,,,,,,,,,,,,6/25/20,6/25/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Musition Cloud,Sam Done,,,,,,,3/12/20,Music Lab Software,Approved,Unknown,,,,,,,,,,,,,,Existing,,Open Use,GCE,GCE,,,,Unknown,,,,,,,,,,,,,,3/12/20,3/12/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Myapps.gcu.edu,Sam Done,,,,,,,2/12/20,Used to access Citrix Portal where you can then access CampusVue and the Citrix AppCenter,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,GCE,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MySQL,Sam Done,,,,,,,8/6/19,Database Software.,Approved,No,,,576710 - Database management/use Does not need to be left in local admin after install.,"{""type"":""thumbnail"",""fileName"":""MySQL.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-41",,,,,,,,,,Existing,,Open Use,GCE,GCE,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
MySQL Installer,Sam Done,,,,,,,1/11/22,"Local software development in preparation for later dev, QA, prod environments.
",Approved,No,,,"124916 - Approved. MySQL 8.0.27
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NacSport,Sam Done,,,,,,,4/9/21,"Enables video analysis to assist coaches and players. 
",Approved,No,,,"Request %231305117
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/29/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NCAA LiveStats,Sam Done,,,,,,,1/28/19,Live Statistics,Approved,Unknown,,,Request 832894,"{""type"":""thumbnail"",""fileName"":""NCAA LiveStats.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e96",,,,,,,,,,Existing,,Open Use,GCE,GCE,,,,Unknown,,,,,,,,,,,,,,1/28/19,1/28/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NEC NaViSet-Admin2  ,Sam Done,,,,,,,8/31/20,"
",Denied,Unknown,,,"Request 1185509: It is not safe to have this software running in our environment as it's associated with malicious hashes and with known malicious botnet's
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Neoloader,Sam Done,,,,,,,9/8/17,Filesharing Client,Approved,Unknown,,,Request 683346,"{""type"":""thumbnail"",""fileName"":""Neoloader.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,9/8/17,9/8/17,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Netskope,Sam Done,187477,#180782,54889.32,Ordered,Mike Manrod (GCE),,7/27/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""NetSkope.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933",,,,,,Mike Manrod,,,,Existing,IT Security,Open Use,GCE,GCE,,Optiv Security Inc,,Unknown,,Yes,,,,,,,,,,,,7/27/20,7/27/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NetVuPoint,Sam Done,,,,,,,2/18/20,Used by Food Services & Accounting.,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
New Relic,Sam Done,183820,#176846,34680,Ordered,Greg Leake (GCE),,3/17/20,,Approved,Unknown,,,,,,,,,,Greg Leake,,,,Existing,Infrastructure,Open Use,GCE,GCE,,New Relic Inc,,Unknown,,Yes,,,,,,,,,,,,3/17/20,3/17/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NexTouch POS,Sam Done,,,,,,,10/21/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""NexTouch POS.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,Jim Coghill,,,,Existing,Point of Sale Systems,Open Use,GCU,GCU,,NexTouch,,Unknown,,Yes,,,,,,,,,,,,10/21/20,10/21/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NI ELVISmx,Sam Done,,,,,,,8/28/21,"This software is required for electrical engineering courses, EEE-213L and EEE-320 labs require the use of NI ELVISmx software.
",Approved,Unknown,,,"48944
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NICE,Sam Done,,,,,,,8/6/19,"IE Plugin.
",Pending Approval,Unknown,,,"
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Ninite,Sam Done,,,,,,,2/19/20,Used to install several programs at once to a computer.,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Ninite.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-4",,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Ninja,Sam Done,189556,#181832,18900,Ordered,Vanessa Sanchez (GCE),,8/19/20,,Approved,Unknown,,,,,,,,,,Vanessa Sanchez,,,,Existing,Remote Desktop Software,Open Use,Orbis,Orbis,,NinjaRMM LLC,,Unknown,,Yes,,,,,,,,,,,,8/19/20,8/19/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Nintex ProMapp,Sam Done,186852,#179464,19250,Ordered,,Cienna Hernandez,6/10/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Nintex ProMapp.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e96",,,,,,Cienna Hernandez,,,,Existing,Process Mapping,Open Use,GCE,GCE,,Nintex USA Inc,,Unknown,,Yes,,,,,,,,,,,,6/10/20,6/10/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Node.js,Sam Done,,,,,,,1/11/21,"JavaScript Development Tool for testing platform
",Approved,No,,,"124916 - Approved
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Noteflight,Sam Done,189767,#182231,549,Ordered,Nicole Wallace (GCE),,8/19/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Noteflight.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,Nicole Schuler,,,,Existing,Publishing,Open Use,GCU,GCU,,Noteflight LLC,,Unknown,,Yes,,,,,,,,,,,,8/19/20,8/19/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Notepad++,Imported,,,,,,,7/24/20,"A text editor and source code editor for use with Microsoft Windows. Unlike Notepad, the built-in Windows text editor, it supports tabbed editing, which allows working with multiple open files in a single window.
",Restricted Approval,No,,http://notepad-plus-plus.org/,"187784 -  Need MGR & IT Approval
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Nursing Consortium CCPS,Sam Done,184118,#177155,1200,Ordered,,Carrie Butler,3/25/20,,Approved,Unknown,,,,,,,,,,Carrie Butler,,,,Existing,Educational Services,Open Use,Orbis,Orbis,,Nursing Consortium of South Florida Inc,,Unknown,,Yes,,,,,,,,,,,,3/25/20,3/25/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NVDA Screen Reader Software,Sam Done,,,,,,,8/6/19,Screen Reader Software.,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""NVDA Screen Reader Software.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
NVDA Screen Reader Software,Sam Done,,,,,,,8/6/19,"Screen Reader Software.
",Approved,No,,https://www.nvaccess.org/download/,,,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
OBS Studio,Sam Done,,,,,,,3/16/20,YouTube broadcasting and streaming for online classes,Approved,Unknown,,,Request 1091685,"{""type"":""thumbnail"",""fileName"":""OBS Studio.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,3/16/20,3/16/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
ODBC Driver for SQL Server,Sam Done,,,,,,,9/9/14,"Microsoft ODBC Driver for SQL Server is a single dynamic-link library (DLL) containing run-time support for applications using native-code APIs to connect to SQL Server.
",Approved,No,,,"Request %23278974
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Office Timeline,Imported,205524,,,Ordered,,,7/9/21,"The software is used to submit future clinical needs to clinical partners. This specific software is needed per that clinical partner's request, since they use the same software.
",Denied,Unknown,,,"Request %2321834
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
OfficeStd,Sam Done,176919,#170464,18670,Ordered,Janet Tutwiler (Orbis),,11/26/19,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""OfficeStd.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,Janet Tutwiler,,,,Existing,Infrastructure,Open Use,Orbis,Orbis,,CD's IT Consulting,,Unknown,,Yes,,,,,,,,,,,,11/26/19,11/26/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
